name,id,lat,lon,weight,track
"Koster Långegärde, Strömstad",9021014026420000,58.891462,11.007759,56,
"Koster Långegärde, Strömstad",9022014026420001,58.891462,11.007759,56,A
KOSTERÖARNA,0000000800000028,58.892307,11.008523,441,
"Koster Västra bryggan, Strömstad",9021014026421000,58.893080,11.009988,56,
"Koster Västra bryggan, Strömstad",9022014026421001,58.893080,11.009988,56,A
"Koster Vettnet, Strömstad",9021014026422000,58.903184,11.020739,56,
"Koster Vettnet, Strömstad",9022014026422001,58.903184,11.020739,56,A
"Koster Ekenäs, Strömstad",9021014026410000,58.893611,11.048821,56,
"Koster Ekenäs, Strömstad",9022014026410001,58.893611,11.048821,56,A
"Koster Kilesand, Strömstad",9021014026411000,58.878473,11.052983,56,
"Koster Kilesand, Strömstad",9022014026411001,58.878473,11.052983,56,A
"Ramsö, Strömstad",9021014026430000,58.831531,11.067411,56,
"Ramsö, Strömstad",9022014026430001,58.831531,11.067411,56,A
"Styrsö, Strömstad",9021014026180000,58.908110,11.115827,56,
"Styrsö, Strömstad",9022014026180001,58.908110,11.115827,56,A
"Lindholmens vändplan, Strömstad",9021014026156000,58.890222,11.128412,57,
"Lindholmens vändplan, Strömstad",9022014026156001,58.890222,11.128412,57,A
"Öddö, Strömstad",9021014026190000,58.923491,11.130767,56,
"Öddö, Strömstad",9022014026190001,58.923491,11.130767,56,A
"Källviksdalen, Strömstad",9021014026439000,58.962405,11.131972,57,
"Källviksdalen, Strömstad",9022014026439001,58.962405,11.131972,57,A
"Husevägen, Strömstad",9022014026505001,58.960068,11.133509,66,A
"Husevägen, Strömstad",9021014026505000,58.960095,11.133536,66,
"Husevägen, Strömstad",9022014026505002,58.960113,11.133572,66,B
"Stensviks korsväg, Strömstad",9022014026341002,59.001490,11.137185,55,B
"Stensviks korsväg, Strömstad",9021014026341000,59.001490,11.137221,55,
"Stensviks korsväg, Strömstad",9022014026341001,59.001490,11.137239,55,A
"Kungbäck, Strömstad",9022014026340002,59.006066,11.140278,55,B
"Kungbäck, Strömstad",9021014026340000,59.006057,11.140314,55,
"Kungbäck, Strömstad",9022014026340001,59.006048,11.140350,55,A
"Kase, Strömstad",9022014026173002,58.957866,11.141428,66,B
"Kase, Strömstad",9021014026173000,58.957650,11.141923,66,
"Kase, Strömstad",9022014026173001,58.957443,11.142399,66,A
"Lökholmen, Strömstad",9021014026342000,58.996672,11.144853,55,
"Lökholmen, Strömstad",9022014026342001,58.996672,11.144853,55,A
"Tjärnölaboratoriet, Strömstad",9021014026148000,58.874679,11.145500,57,
"Tjärnölaboratoriet, Strömstad",9022014026148001,58.874661,11.145500,57,A
"Tjärnölaboratoriet, Strömstad",9022014026148002,58.874688,11.145500,57,B
"Backen, Strömstad",9022014026258001,59.006767,11.145779,55,A
"Backen, Strömstad",9022014026258002,59.006830,11.145788,55,B
"Backen, Strömstad",9021014026258000,59.006803,11.145797,55,
"Seglarbyn, Strömstad",9022014026292001,58.955843,11.148494,66,A
"Seglarbyn, Strömstad",9021014026292000,58.955870,11.148530,66,
"Seglarbyn, Strömstad",9022014026292002,58.955897,11.148539,66,B
"Strand, Strömstad",9022014026343002,59.007135,11.150166,55,B
"Strand, Strömstad",9021014026343000,59.007126,11.150220,55,
"Strand, Strömstad",9022014026343001,59.007126,11.150238,55,A
"Bogen, Strömstad",9021014026171000,58.987988,11.151784,57,
"Bogen, Strömstad",9022014026171001,58.987988,11.151784,57,A
"Korsnäs, Strömstad",9022014026516002,58.882293,11.153042,57,B
"Korsnäs, Strömstad",9021014026516000,58.882167,11.153312,57,
"Korsnäs, Strömstad",9022014026516001,58.881997,11.153573,57,A
"Tjärnö kyrka, Strömstad",9022014026147001,58.873861,11.154130,66,A
"Båtsviksvägen, Strömstad",9021014026283000,58.955088,11.154184,57,
"Båtsviksvägen, Strömstad",9022014026283001,58.955061,11.154184,57,A
"Tjärnö kyrka, Strömstad",9021014026147000,58.873879,11.154202,66,
"Tjärnö kyrka, Strömstad",9022014026147002,58.873897,11.154265,66,B
"Tjärnö skola, Strömstad",9022014026433002,58.874122,11.156935,66,B
"Härslättsvägen, Strömstad",9022014026504001,58.985786,11.157411,66,A
"Härslättsvägen, Strömstad",9021014026504000,58.985786,11.157465,66,
"Härslättsvägen, Strömstad",9022014026504002,58.985786,11.157492,66,B
"Seläters camping, Strömstad",9022014026174002,58.956032,11.158058,66,B
"Tjärnö skola, Strömstad",9021014026433000,58.874122,11.158094,66,
"Seläters camping, Strömstad",9021014026174000,58.956265,11.158562,66,
"Seläters camping, Strömstad",9022014026174001,58.956472,11.159038,66,A
"Tjärnö skola, Strömstad",9022014026433001,58.874122,11.159263,66,A
"Medvik södra, Strömstad",9022014026181001,58.974307,11.159748,66,A
"Medvik södra, Strömstad",9021014026181000,58.974298,11.159802,66,
"Medvik södra, Strömstad",9022014026181002,58.974289,11.159856,66,B
"Dalarna, Strömstad",9022014026179001,58.967502,11.160926,66,A
"Dalarna, Strömstad",9021014026179000,58.967502,11.160980,66,
"Dalarna, Strömstad",9022014026179002,58.967484,11.161016,66,B
"Strömstad spa, Strömstad",9021014026106000,58.944121,11.161160,55,
"Strömstad spa, Strömstad",9022014026106001,58.944121,11.161160,55,A
"Medvik norra, Strömstad",9022014026182001,58.977983,11.161357,66,A
"Medvik norra, Strömstad",9021014026182000,58.978001,11.161429,66,
"Medvik norra, Strömstad",9022014026182002,58.978010,11.161483,66,B
"Tjärnöbovägen, Strömstad",9022014026146002,58.874598,11.162157,66,B
"Tjärnöbovägen, Strömstad",9021014026146000,58.874598,11.162193,66,
"Tjärnöbovägen, Strömstad",9022014026146001,58.874589,11.162211,66,A
"Öddö affär, Strömstad",9022014026143002,58.899418,11.162463,57,B
"Öddö affär, Strömstad",9021014026143000,58.899418,11.162517,57,
"Öddö affär, Strömstad",9022014026143001,58.899418,11.162562,57,A
"Lindholmsvägen, Strömstad",9022014026145003,58.879381,11.166086,66,C
"Lindholmsvägen, Strömstad",9021014026145000,58.879282,11.166607,66,
"Lindholmsvägen, Strömstad",9022014026145002,58.879156,11.166724,66,B
"Lindholmsvägen, Strömstad",9022014026145001,58.879345,11.166994,66,A
"Gullnäsholmen, Strömstad",9022014026144002,58.892415,11.167614,57,B
"Gullnäsholmen, Strömstad",9021014026144000,58.892334,11.167767,57,
"Gullnäsholmen, Strömstad",9022014026144001,58.892262,11.167893,57,A
"Strömstads sjukhus, Strömstad",9022014026117003,58.941137,11.168504,55,C
"Strömstad norra hamnen, Strömstad",9022014026115003,58.938826,11.168881,56,C
"Gullnäs, Strömstad",9022014026227002,58.886725,11.169025,57,B
"Gullnäs, Strömstad",9021014026227000,58.886779,11.169088,57,
"Gullnäs, Strömstad",9022014026227001,58.886815,11.169160,57,A
"Vitbanksvägen, Strömstad",9022014026235002,58.902070,11.169169,57,B
"Vitbanksvägen, Strömstad",9021014026235000,58.902105,11.169286,57,
"Vitbanksvägen, Strömstad",9022014026235001,58.902114,11.169412,57,A
"Strömstad norra hamnen, Strömstad",9022014026115004,58.939644,11.169502,56,D
"Strömstad norra hamnen, Strömstad",9021014026115000,58.938781,11.169511,56,
"Strömstad norra hamnen, Strömstad",9022014026115001,58.938790,11.169511,56,B
"Strömstad norra hamnen, Strömstad",9022014026115005,58.938808,11.169915,56,A
"Strömstads sjukhus, Strömstad",9021014026117000,58.941334,11.170122,55,
"Color Line, Strömstad",9021014026500000,58.933712,11.170284,311,
"Color Line, Strömstad",9022014026500002,58.933712,11.170284,311,B
"Strömstad torg, Strömstad",9021014026105000,58.938808,11.170383,55,
"Strömstad torg, Strömstad",9022014026105001,58.938808,11.170383,55,A
"Strömstads sjukhus, Strömstad",9022014026117002,58.941505,11.170589,55,B
"Strömstads sjukhus, Strömstad",9022014026117001,58.941316,11.170661,55,A
"Bojarkilen, Strömstad",9022014026498001,58.943366,11.170985,55,A
"Bojarkilen, Strömstad",9021014026498000,58.943375,11.171021,55,
"Bojarkilen, Strömstad",9022014026498002,58.943375,11.171057,55,B
"Nyckleby, Strömstad",9022014026206002,58.882994,11.172082,57,B
"Nyckleby, Strömstad",9021014026206000,58.883030,11.172090,57,
"Nyckleby, Strömstad",9022014026206001,58.883057,11.172108,57,A
"Strömstad station, Strömstad",9022014026110002,58.936444,11.173358,2835,2
"Strömstad station, Strömstad",9022014026110001,58.936462,11.173385,2835,1
"Opalvägen, Strömstad",9022014026508001,58.944975,11.173493,55,A
"Opalvägen, Strömstad",9021014026508000,58.944984,11.173538,55,
"Opalvägen, Strömstad",9022014026508002,58.944993,11.173574,55,B
"Ånneröd västra, Strömstad",9022014026176002,58.960338,11.173718,66,B
"Strömstad station, Strömstad",9021014026110000,58.936615,11.173807,2835,
"Strömstad station, Strömstad",9022014026110015,58.936471,11.173960,2835,15
"Strömstad station, Strömstad",9022014026110011,58.936930,11.174014,2835,11
"Strömstad station, Strömstad",9022014026110014,58.936768,11.174014,2835,14
"Strömstad station, Strömstad",9022014026110012,58.936876,11.174023,2835,12
"Strömstad station, Strömstad",9022014026110013,58.936822,11.174023,2835,13
"Bojardalen, Strömstad",9022014026118001,58.946800,11.174715,55,A
"Lönntågsvägen Resö, Tanum",9021014025443000,58.803251,11.174724,55,
"Lönntågsvägen Resö, Tanum",9022014025443001,58.803251,11.174724,55,A
"Bojardalen, Strömstad",9021014026118000,58.946818,11.174760,55,
"Ånneröd västra, Strömstad",9021014026176000,58.960068,11.174769,66,
"Bojardalen, Strömstad",9022014026118002,58.946836,11.174814,55,B
"Mörk, Strömstad",9022014026344002,59.010659,11.174976,55,B
"Mörk, Strömstad",9021014026344000,59.010659,11.174994,55,
"Mörk, Strömstad",9022014026344001,59.010650,11.175012,55,A
"Surbrunnsgatan, Strömstad",9022014026507001,58.948768,11.175623,55,A
"Surbrunnsgatan, Strömstad",9021014026507000,58.948804,11.175695,55,
"Surbrunnsgatan, Strömstad",9022014026507002,58.948840,11.175740,55,B
"Ånneröd västra, Strömstad",9022014026176001,58.959798,11.175830,66,A
"Västra Berget, Strömstad",9022014026129001,58.950315,11.176181,55,A
"Västra Berget, Strömstad",9021014026129000,58.950431,11.176261,55,
"Västra Berget, Strömstad",9022014026129002,58.950539,11.176333,55,B
"Kockholmsvägen, Strömstad",9022014026511001,58.850750,11.176702,101,A
"Kockholmsvägen, Strömstad",9021014026511000,58.850786,11.176729,101,
"Kockholmsvägen, Strömstad",9022014026511002,58.850813,11.176747,101,B
"Biblioteket, Strömstad",9021014026496000,58.937730,11.177457,55,
"Biblioteket, Strömstad",9022014026496002,58.937730,11.177457,55,B
"Norrtullsgatan, Strömstad",9022014026109001,58.940256,11.177754,311,A
"Ånneröd, Strömstad",9022014026175001,58.960598,11.177781,57,A
"Ånneröd, Strömstad",9021014026175000,58.960994,11.177889,57,
"Norrtullsgatan, Strömstad",9021014026109000,58.940283,11.177942,311,
"Ånneröd, Strömstad",9022014026175002,58.961389,11.177987,57,B
"Mällby, Strömstad",9022014026291002,58.958666,11.178059,57,B
"Norrtullsgatan, Strömstad",9022014026109002,58.940310,11.178131,311,B
"Mällby, Strömstad",9021014026291000,58.957955,11.178572,57,
"Ånneröd norra, Strömstad",9022014026178001,58.965012,11.178850,57,A
"Ånneröd norra, Strömstad",9021014026178000,58.965021,11.178904,57,
"Ånneröd norra, Strömstad",9022014026178002,58.965021,11.178958,57,B
"Mällby, Strömstad",9022014026291001,58.957227,11.179093,57,A
"Bojarskolan, Strömstad",9021014026282000,58.952760,11.179444,55,
"Bojarskolan, Strömstad",9022014026282001,58.952760,11.179444,55,A
"Brehultsvägen, Strömstad",9022014026345002,59.019541,11.179740,55,B
"Brehultsvägen, Strömstad",9021014026345000,59.019532,11.179812,55,
"Brehultsvägen, Strömstad",9022014026345001,59.019514,11.179866,55,A
"Daftö västra, Strömstad",9022014026142001,58.904694,11.180064,57,A
"Daftö västra, Strömstad",9021014026142000,58.904712,11.180082,57,
"Daftö västra, Strömstad",9022014026142002,58.904730,11.180082,57,B
"Södra Linnégatan, Strömstad",9021014026497000,58.935411,11.181161,55,
"Södra Linnégatan, Strömstad",9022014026497002,58.935411,11.181161,55,B
"Strömstiernaskolan, Strömstad",9021014026114000,58.936975,11.181610,265,
"Strömstiernaskolan, Strömstad",9022014026114001,58.936975,11.181610,265,A
"Södertull, Strömstad",9022014026128001,58.938332,11.181619,55,A
"Södertull, Strömstad",9021014026128000,58.938332,11.181637,55,
"Södertull, Strömstad",9022014026128002,58.938323,11.181655,55,B
"Havstenssund, Tanum",9021014025140000,58.755806,11.181853,55,
"Havstenssund, Tanum",9022014025140001,58.755806,11.181853,55,A
"Hällestrand, Strömstad",9021014026172000,58.991207,11.181853,57,
"Hällestrand, Strömstad",9022014026172001,58.991207,11.181853,57,A
"Myren Rossö, Strömstad",9022014026151002,58.849770,11.182626,101,B
"Myren Rossö, Strömstad",9021014026151000,58.849797,11.182635,101,
"Myren Rossö, Strömstad",9022014026151001,58.849815,11.182653,101,A
"Fredrikshaldsvägen, Strömstad",9022014026112001,58.942845,11.182698,311,A
"Fredrikshaldsvägen, Strömstad",9021014026112000,58.942970,11.182860,311,
"Nilsemyr, Strömstad",9022014026199001,58.951438,11.182967,55,A
"Fredrikshaldsvägen, Strömstad",9022014026112002,58.943096,11.183021,311,B
"Myrängsvägen, Strömstad",9021014026158000,58.933199,11.183120,55,
"Myrängsvägen, Strömstad",9022014026158002,58.933199,11.183120,55,B
"Nilsemyr, Strömstad",9021014026199000,58.951348,11.183156,55,
"Nilsemyr, Strömstad",9022014026199002,58.951250,11.183318,55,B
"Tångenvägen, Tanum",9021014025142000,58.751995,11.183516,55,
"Tångenvägen, Tanum",9022014025142002,58.752031,11.183552,55,B
"Hattmakaren, Strömstad",9022014026502001,58.954135,11.183624,57,A
"Hattmakaren, Strömstad",9021014026502000,58.954144,11.183678,57,
"Tångenvägen, Tanum",9022014025142001,58.751851,11.183705,55,A
"Hattmakaren, Strömstad",9022014026502002,58.954144,11.183732,57,B
"Hällestrand södra, Strömstad",9022014026318001,58.989319,11.184523,57,A
"Hällestrand södra, Strömstad",9021014026318000,58.989364,11.184532,57,
"Hällestrand södra, Strömstad",9022014026318002,58.989400,11.184541,57,B
"Oslovägen, Strömstad",9022014026294001,58.945200,11.185350,311,A
"Oslovägen, Strömstad",9021014026294000,58.945209,11.185377,311,
"Oslovägen, Strömstad",9022014026294002,58.945209,11.185413,311,B
"Oslovägen, Strömstad",9022014026294023,58.945209,11.185430,311,X
"Hålkedalen, Strömstad",9022014026514002,58.930466,11.187282,311,B
"Resö kyrka, Tanum",9022014025442002,58.810074,11.187489,55,B
"Resö kyrka, Tanum",9021014025442000,58.810074,11.187597,55,
"Resö kyrka, Tanum",9022014025442001,58.810056,11.187705,55,A
"Hålkedalen, Strömstad",9021014026514000,58.930601,11.187831,311,
"Långövägen, Strömstad",9022014026510001,58.848206,11.188244,101,A
"Långövägen, Strömstad",9021014026510000,58.848215,11.188271,101,
PENDELPARKERING-HÅLKEDALEN,0000000800000164,58.930979,11.188271,311,
"Långövägen, Strömstad",9022014026510002,58.848224,11.188307,101,B
"Hålkedalen, Strömstad",9022014026514001,58.930727,11.188352,311,A
"Daftö östra, Strömstad",9022014026237002,58.901530,11.188909,57,B
"Daftö östra, Strömstad",9021014026237000,58.901503,11.188936,57,
"Daftö östra, Strömstad",9022014026237001,58.901476,11.188936,57,A
"Härslätt södra, Strömstad",9022014026285001,58.980096,11.189233,57,A
"Härslätt södra, Strömstad",9021014026285000,58.980078,11.189287,57,
"Härslätt södra, Strömstad",9022014026285002,58.980060,11.189323,57,B
"Ma, Strömstad",9022014026184001,58.986227,11.189458,57,A
"Ma, Strömstad",9021014026184000,58.986227,11.189512,57,
"Härslätt, Strömstad",9022014026183001,58.982361,11.189539,57,A
"Ma, Strömstad",9022014026184002,58.986227,11.189548,57,B
"Härslätt, Strömstad",9021014026183000,58.982505,11.189592,57,
"Härslätt, Strömstad",9022014026183002,58.982640,11.189646,57,B
"Rossö skola, Strömstad",9022014026152001,58.847262,11.189943,101,A
"Rossö skola, Strömstad",9021014026152000,58.847280,11.190006,101,
"Rossö skola, Strömstad",9022014026152002,58.847280,11.190078,101,B
"Vikenvägen, Tanum",9022014025143002,58.744444,11.190294,55,B
"Vikenvägen, Tanum",9021014025143000,58.744174,11.190339,55,
"Vikenvägen, Tanum",9022014025143001,58.743895,11.190357,55,A
"Stuveröd, Strömstad",9022014026346002,59.021096,11.191022,55,B
"Stuveröd, Strömstad",9021014026346000,59.021069,11.191076,55,
"Stuveröd, Strömstad",9022014026346001,59.021033,11.191130,55,A
"Resö skola, Tanum",9022014025444002,58.812141,11.191687,55,B
"Resö skola, Tanum",9021014025444000,58.812132,11.191741,55,
"Resö skola, Tanum",9022014025444001,58.812123,11.191786,55,A
"Räddningsstationen, Strömstad",9022014026296001,58.947995,11.192361,311,A
"Räddningsstationen, Strömstad",9021014026296000,58.947995,11.192469,311,
"Räddningsstationen, Strömstad",9022014026296002,58.947995,11.192550,311,B
"Prästängsvägen, Strömstad",9022014026127002,58.936282,11.193979,265,B
"Prästängsvägen, Strömstad",9021014026127000,58.936291,11.194033,265,
"Prästängsvägen, Strömstad",9022014026127001,58.936291,11.194069,265,A
"Kolvik, Strömstad",9021014026434000,59.067507,11.195283,55,
"Kolvik, Strömstad",9022014026434001,59.067507,11.195283,55,A
"Röd, Strömstad",9022014026126001,58.941820,11.195301,55,A
"Röd, Strömstad",9022014026126002,58.941901,11.195328,55,B
"Röd, Strömstad",9021014026126000,58.941865,11.195337,55,
"Resö östra, Tanum",9022014025445002,58.814101,11.195714,55,B
"Resö östra, Tanum",9021014025445000,58.814083,11.195768,55,
"Resö östra, Tanum",9022014025445001,58.814065,11.195822,55,A
"Strömstad gymnasiet, Strömstad",9022014026203004,58.946476,11.195903,265,D
"Strömstad gymnasiet, Strömstad",9022014026203003,58.946512,11.196280,265,C
"Strömstad gymnasiet, Strömstad",9021014026203000,58.946539,11.196451,265,
"Strömstad gymnasiet, Strömstad",9022014026203002,58.946566,11.196712,265,B
"Strömstad gymnasiet, Strömstad",9022014026203001,58.946602,11.196901,265,A
"Hällekind, Strömstad",9022014026121001,58.925675,11.197584,311,A
"Hällekind, Strömstad",9021014026121000,58.925397,11.197755,311,
"Hällekind, Strömstad",9022014026121002,58.925127,11.197908,311,B
"Fåraby, Tanum",9022014025149002,58.738358,11.198609,55,B
"Fåraby, Tanum",9021014025149000,58.737989,11.198905,55,
"Saltviks camping, Tanum",9021014025128000,58.724991,11.199058,55,
"Saltviks camping, Tanum",9022014025128001,58.724991,11.199058,55,A
"Fåraby, Tanum",9022014025149001,58.737621,11.199184,55,A
"Daftö camping, Strömstad",9022014026124002,58.903831,11.200146,57,B
"Daftö camping, Strömstad",9021014026124000,58.903921,11.200514,57,
"Prästängsskolan, Strömstad",9022014026165001,58.937613,11.200622,55,A
"Prästängsskolan, Strömstad",9021014026165000,58.937631,11.200721,55,
"Prästängsskolan, Strömstad",9022014026165002,58.937640,11.200820,55,B
"Daftö camping, Strömstad",9022014026124001,58.904011,11.200874,57,A
"Bygdegården, Strömstad",9022014026315002,59.036180,11.202798,265,B
"Bygdegården, Strömstad",9021014026315000,59.035676,11.202834,265,
"Bygdegården, Strömstad",9022014026315001,59.035173,11.202861,265,A
"Galtö slip, Tanum",9021014025446000,58.816052,11.203975,55,
"Galtö slip, Tanum",9022014025446001,58.816016,11.203975,55,A
"Galtö slip, Tanum",9022014025446002,58.816088,11.203975,55,B
"Haga, Tanum",9022014025144001,58.735958,11.204191,55,A
"Haga, Tanum",9022014025144002,58.736012,11.204200,55,B
"Haga, Tanum",9021014025144000,58.735985,11.204209,55,
"Lervik, Strömstad",9021014026451000,59.078348,11.204281,55,
"Lervik, Strömstad",9022014026451001,59.078348,11.204281,55,A
"Daftöland, Strömstad",9022014026123003,58.905324,11.205387,311,C
"Lagunen camping, Strömstad",9022014026202002,58.914708,11.205584,311,B
"Lagunen camping, Strömstad",9021014026202000,58.914762,11.205656,311,
"Lagunen camping, Strömstad",9022014026202001,58.914807,11.205719,311,A
"Daftöland, Strömstad",9021014026123000,58.905449,11.205872,311,
"Daftöland, Strömstad",9022014026123002,58.905027,11.206061,311,B
"Daftöland, Strömstad",9022014026123001,58.905989,11.206142,311,A
"Stare, Strömstad",9022014026120002,58.917801,11.206151,311,B
"Stare, Strömstad",9021014026120000,58.917810,11.206187,311,
"Stare, Strömstad",9022014026120001,58.917810,11.206205,311,A
"Hälle, Strömstad",9022014026316002,59.026291,11.206537,55,B
"Hälle, Strömstad",9021014026316000,59.026273,11.206609,55,
"Hälle, Strömstad",9022014026316001,59.026247,11.206681,55,A
"Prästängen östra, Strömstad",9021014026166000,58.939501,11.206825,55,
"Prästängen östra, Strömstad",9022014026166001,58.939501,11.206825,55,A
"Bjälveröd, Strömstad",9022014026259002,58.899615,11.206987,311,B
"Bjälveröd, Strömstad",9021014026259000,58.899571,11.207077,311,
"Bjälveröd, Strömstad",9022014026259001,58.899526,11.207130,311,A
"Båleröd, Strömstad",9021014026449000,58.896110,11.208137,101,
"Båleröd, Strömstad",9022014026449001,58.896110,11.208137,101,A
"Valöbron, Strömstad",9022014026153002,58.848629,11.209881,101,B
"Valöbron, Strömstad",9021014026153000,58.848620,11.209899,101,
"Valöbron, Strömstad",9022014026153001,58.848602,11.209917,101,A
"Nordby köpcenter, Strömstad",9021014026450000,59.064891,11.209962,265,
"Nordby köpcenter, Strömstad",9022014026450001,59.064891,11.209962,265,A
"Se Opp, Strömstad",9022014026162001,58.951492,11.210313,311,A
"Se Opp, Strömstad",9021014026162000,58.951636,11.211355,311,
"Stenlid, Strömstad",9022014026314002,59.030049,11.212003,265,B
"Lilla Båleröd, Strömstad",9022014026125002,58.895337,11.212057,311,B
"Lilla Båleröd, Strömstad",9021014026125000,58.895346,11.212317,311,
"Se Opp, Strömstad",9022014026162002,58.951762,11.212389,311,B
"Lilla Båleröd, Strömstad",9022014026125001,58.895355,11.212560,311,A
"Stenlid, Strömstad",9022014026314003,59.029698,11.213000,265,C
"Askemyr, Strömstad",9022014026337001,59.041807,11.213117,55,A
"Stenlid, Strömstad",9021014026314000,59.029860,11.213126,265,
"Askemyr, Strömstad",9021014026337000,59.041762,11.213189,55,
"Askemyr, Strömstad",9022014026337002,59.041708,11.213270,55,B
"Stenlid, Strömstad",9022014026314001,59.029851,11.214340,265,A
"Alviken, Tanum",9022014025145001,58.734376,11.214529,55,A
"Alviken, Tanum",9021014025145000,58.734412,11.214583,55,
"Alviken, Tanum",9022014025145002,58.734448,11.214609,55,B
"Sundby, Strömstad",9022014026335002,59.058356,11.216632,265,B
"Sundby, Strömstad",9021014026335000,59.057781,11.216884,265,
"Näs, Tanum",9022014025139002,58.732083,11.216911,55,B
"Galtö, Tanum",9022014025447001,58.814398,11.216965,55,A
"Näs, Tanum",9021014025139000,58.731895,11.217001,55,
"Galtö, Tanum",9021014025447000,58.814425,11.217028,55,
"Galtö, Tanum",9022014025447002,58.814443,11.217082,55,B
"Näs, Tanum",9022014025139001,58.731697,11.217090,55,A
"Sundby, Strömstad",9022014026335001,59.057205,11.217144,265,A
"Nordby, Strömstad",9022014026330001,59.065359,11.217207,265,A
"Nordby, Strömstad",9021014026330000,59.065754,11.217828,265,
"Älgöskogen, Strömstad",9021014026160000,58.848305,11.217962,101,
"Älgöskogen, Strömstad",9022014026160001,58.848287,11.217962,101,A
"Älgöskogen, Strömstad",9022014026160002,58.848323,11.217962,101,B
"Nordby, Strömstad",9022014026330002,59.066141,11.218412,265,B
"Lassekas, Strömstad",9022014026336001,59.048423,11.219401,265,A
"Lassekas, Strömstad",9021014026336000,59.048998,11.219581,265,
"Lassekas, Strömstad",9022014026336002,59.049574,11.219760,265,B
"Dyngö, Tanum",9021014025302000,58.589883,11.220120,56,
"Dyngö, Tanum",9022014025302001,58.589883,11.220120,56,A
"Skäggeröd, Tanum",9022014025146001,58.725243,11.220731,55,A
"Skäggeröd, Tanum",9021014025146000,58.725054,11.220974,55,
"Skäggeröd, Tanum",9022014025146002,58.724865,11.221217,55,B
"Saltbacksvägen, Strömstad",9022014026331001,59.068289,11.221315,265,A
"Saltbacksvägen, Strömstad",9021014026331000,59.068694,11.222044,265,
"Saltbacksvägen, Strömstad",9022014026331002,59.069089,11.222745,265,B
"Rörvik, Strömstad",9022014026161001,58.955870,11.223176,311,A
"Rörvik, Strömstad",9021014026161000,58.956086,11.223536,311,
"Rörvik, Strömstad",9022014026161002,58.956292,11.223895,311,B
"Orrevikskil, Strömstad",9022014026155001,58.847874,11.223922,46,A
"Orrevikskil, Strömstad",9021014026155000,58.847892,11.223940,46,
"Orrevikskil, Strömstad",9022014026155002,58.847901,11.223940,46,B
"Smögens torg, Sotenäs",9021014024122000,58.354573,11.224201,55,
"Smögens torg, Sotenäs",9022014024122001,58.354573,11.224201,55,A
"Måkesund, Tanum",9022014025424001,58.805804,11.224605,55,A
"Måkesund, Tanum",9021014025424000,58.805831,11.224659,55,
"Måkesund, Tanum",9022014025424002,58.805858,11.224704,55,B
"Nordby skola, Strömstad",9022014026332001,59.070231,11.225936,265,A
"Böö, Strömstad",9022014026136002,58.889817,11.226107,311,B
"Nordby skola, Strömstad",9021014026332000,59.070249,11.226143,265,
"Nordby skola, Strömstad",9022014026332002,59.070258,11.226340,265,B
"Böö, Strömstad",9021014026136000,58.889619,11.226349,311,
"Böö, Strömstad",9022014026136001,58.889413,11.226601,311,A
"Värmlandsbro, Strömstad",9022014026303001,58.957937,11.226727,311,A
"Skickeröd, Tanum",9022014025147001,58.719714,11.226736,55,A
"Skickeröd, Tanum",9021014025147000,58.719741,11.226808,55,
"Skickeröd, Tanum",9022014025147002,58.719768,11.226871,55,B
"Värmlandsbro, Strömstad",9021014026303000,58.958189,11.227419,311,
"Värmlandsbro, Strömstad",9022014026303002,58.958432,11.228066,311,B
"Älgö, Strömstad",9022014026154002,58.854606,11.229244,101,B
"Älgö, Strömstad",9021014026154000,58.854597,11.229298,101,
"Älgö, Strömstad",9022014026154001,58.854588,11.229334,101,A
"Holmen, Strömstad",9022014026134002,58.877322,11.229864,311,B
"Holmen, Strömstad",9021014026134000,58.877277,11.229990,311,
"Holmen, Strömstad",9022014026134001,58.877214,11.230116,311,A
"Hogdals kyrka, Strömstad",9022014026310002,59.025366,11.230413,265,B
"Smögen busstation, Sotenäs",9021014024120000,58.357215,11.230457,1275,
"Smögen busstation, Sotenäs",9022014024120001,58.357215,11.230457,1275,A
"Yttre Buar, Strömstad",9022014026135002,58.885511,11.230466,311,B
"Yttre Buar, Strömstad",9021014026135000,58.885215,11.230619,311,
"Yttre Buar, Strömstad",9022014026135001,58.884900,11.230772,311,A
"Hogdals kyrka, Strömstad",9021014026310000,59.025114,11.231096,265,
"Edsvik, Tanum",9022014025148002,58.715004,11.231347,55,B
"Edsvik, Tanum",9021014025148000,58.714833,11.231518,55,
"Edsvik, Tanum",9022014025148001,58.714662,11.231689,55,A
"Sörkilen, Strömstad",9022014026313001,58.998775,11.231734,265,A
"Hogdals kyrka, Strömstad",9022014026310001,59.024853,11.231788,265,A
"Norra hamnen, Sotenäs",9022014024123002,58.359660,11.231815,1275,B
"Hedängen, Strömstad",9022014026133002,58.873915,11.231833,311,B
"Norra hamnen, Sotenäs",9021014024123000,58.359651,11.231869,1275,
"Hedängen, Strömstad",9021014026133000,58.874113,11.231896,311,
"Norra hamnen, Sotenäs",9022014024123001,58.359651,11.231923,1275,A
"Hedängen, Strömstad",9022014026133001,58.874311,11.231959,311,A
"Dyne, Strömstad",9022014026312001,59.006731,11.231995,265,A
"Dyne, Strömstad",9021014026312000,59.006749,11.232147,265,
"Sörkilen, Strömstad",9021014026313000,58.998443,11.232192,265,
